station_avg_cycle_time,station_temperature_mean,station_vibration_mean,station_utilization,station_current_cycle_time,vehicle_avg_cycle_time,vehicle_cycle_time_deviation,vehicle_quality_event_count,defect
100.38,57.57,8.38,0.585,106.15,93.52,18.98,1,1
63.26,62.87,2.02,0.492,55.43,73.0,-37.05,4,1
143.06,69.08,2.53,0.839,145.05,149.6,37.39,0,1
121.23,67.43,2.47,0.646,137.36,113.94,45.39,2,1
140.55,83.75,4.8,0.868,137.58,144.46,-0.58,2,1
143.05,66.11,5.8,0.76,149.8,156.34,10.67,0,1
129.8,76.91,7.91,0.806,125.68,120.2,13.23,4,1
92.71,59.49,5.74,0.417,102.21,90.57,-8.89,0,0
113.27,67.26,5.01,0.762,124.05,110.94,15.61,0,1
59.24,46.63,7.66,0.528,41.01,55.67,14.63,3,0
120.84,57.32,1.95,0.511,115.92,128.86,-34.91,2,0
61.51,51.26,5.32,0.34,31.37,70.32,-40.0,0,0
123.27,60.54,3.58,0.82,138.49,127.34,21.11,0,0
67.55,50.05,1.08,0.3,86.12,71.14,4.42,0,0
54.11,54.09,1.11,0.427,30.0,48.48,-19.01,6,1
59.83,56.99,1.58,0.385,38.41,63.14,-16.6,0,0
40.24,45.0,2.76,0.467,39.58,30.0,-20.61,3,0
126.25,79.52,4.07,0.795,129.92,151.03,-5.55,0,0
127.89,77.75,2.85,0.608,123.11,141.39,-26.15,1,1
101.79,63.54,3.64,0.556,80.06,111.36,12.69,1,1
59.36,49.41,0.99,0.651,64.26,63.45,4.85,0,0
50.03,50.3,3.41,0.544,59.55,54.12,6.68,0,0
42.3,51.66,3.27,0.566,75.77,30.0,28.74,0,0
59.89,53.26,6.39,0.435,72.28,47.3,56.42,1,1
146.9,69.05,2.19,0.614,131.6,135.56,-26.59,5,1
68.98,55.11,4.66,0.452,65.88,69.57,-34.71,4,1
82.51,58.59,1.94,0.614,89.9,79.7,3.14,0,0
52.64,48.75,1.53,0.3,38.38,60.75,-40.0,3,0
66.68,47.98,1.63,0.388,71.81,57.03,-3.53,0,0
102.31,54.62,2.56,0.406,106.86,112.57,18.02,4,1
112.93,59.2,9.23,0.592,127.61,104.73,34.85,2,1
69.44,70.82,3.42,0.619,79.46,65.26,-23.18,6,1
46.93,56.29,5.1,0.3,44.35,55.88,-18.27,1,0
86.92,63.7,2.06,0.611,79.49,91.97,2.82,2,0
68.1,67.43,2.61,0.657,53.73,55.59,6.39,2,0
66.35,56.39,2.24,0.374,64.45,76.99,13.65,1,0
155.18,76.62,2.98,0.823,154.8,156.07,26.36,6,1
113.96,58.35,6.95,0.812,114.51,92.53,13.39,0,1
106.83,65.32,3.66,0.785,123.99,98.4,6.43,7,1
89.89,53.73,2.0,0.444,103.19,85.8,25.77,3,0
91.47,47.15,2.72,0.395,72.54,79.78,-8.21,1,0
104.91,48.18,1.64,0.454,99.46,118.34,2.22,0,0
123.57,71.77,2.13,0.732,121.0,119.82,-10.18,0,0
124.26,70.99,3.23,0.743,130.9,128.86,6.14,3,1
60.6,45.71,2.01,0.532,32.04,62.67,-40.0,2,0
100.01,54.14,7.01,0.514,80.77,107.07,9.0,6,1
89.43,63.45,1.67,0.416,84.35,106.17,-20.71,0,0
144.46,65.67,2.82,0.746,156.81,151.22,-9.81,4,1
115.77,65.58,1.89,0.621,117.09,133.2,-40.0,3,1
103.9,62.84,1.81,0.683,113.62,110.92,-9.94,6,0
53.85,53.57,2.43,0.418,52.58,55.16,-17.89,0,0
112.68,56.25,1.57,0.553,127.06,115.89,11.1,1,0
54.06,49.23,2.83,0.36,67.09,30.0,-16.79,0,0
80.46,54.9,2.18,0.406,67.46,75.91,-14.5,1,0
57.14,50.63,1.21,0.358,62.9,55.71,-9.36,2,0
123.05,62.69,2.58,0.487,126.89,127.43,-29.76,0,0
64.75,53.95,1.04,0.413,91.07,64.5,17.44,0,0
87.02,68.79,4.91,0.356,72.56,90.36,-11.18,1,0
147.48,86.48,3.01,0.597,146.02,134.25,-0.01,0,1
64.52,51.01,0.87,0.572,51.58,48.7,8.47,1,0
100.94,45.0,1.92,0.513,87.52,89.11,-6.57,1,0
90.31,64.67,7.13,0.618,95.3,106.02,-3.5,1,1
42.17,51.46,3.79,0.493,42.51,30.0,16.77,0,0
135.13,77.14,2.86,0.718,143.99,127.24,-1.44,1,0
48.29,55.95,1.49,0.608,54.69,49.34,-5.88,0,0
96.91,55.93,2.63,0.379,89.67,80.99,8.43,0,0
107.28,72.93,4.77,0.697,106.32,98.56,-14.52,2,0
115.41,77.94,3.15,0.81,107.96,122.18,17.28,2,1
122.64,60.01,2.25,0.793,118.08,118.26,0.61,0,0
70.39,45.3,0.7,0.358,64.88,87.23,25.48,0,0
41.2,45.3,0.77,0.334,38.25,30.0,-2.55,0,0
126.81,64.45,2.93,0.529,133.93,123.36,20.63,0,0
104.28,61.39,1.65,0.633,112.25,99.9,-25.52,1,0
140.33,75.24,2.65,0.786,162.74,140.24,34.28,4,1
138.57,74.82,2.69,0.623,127.34,126.3,6.8,0,1
141.2,82.72,3.64,0.719,140.8,135.39,-11.82,0,1
98.21,66.56,1.86,0.651,88.61,106.1,10.77,0,0
80.04,49.76,1.82,0.489,93.14,77.34,-16.26,4,0
134.99,71.38,6.04,0.827,133.49,124.29,-9.7,0,0
94.16,61.87,1.55,0.671,109.44,114.96,-7.68,0,0
62.01,51.9,2.41,0.3,73.45,62.5,22.28,0,0
142.6,74.51,4.98,0.756,150.68,148.73,26.51,1,1
145.91,83.04,3.34,0.612,149.66,153.55,-6.2,3,0
95.96,57.43,1.46,0.591,96.24,95.25,-22.74,0,0
49.08,56.81,1.27,0.61,45.48,41.19,-19.39,0,0
86.54,78.24,4.04,0.691,83.12,88.53,-0.05,0,0
136.42,64.14,2.85,0.651,135.68,129.42,0.15,0,0
148.21,70.78,2.44,0.641,170.93,151.93,5.24,6,1
64.42,45.0,3.17,0.367,47.25,62.77,-23.52,1,0
48.04,50.21,2.81,0.437,47.23,58.33,28.91,0,0
145.28,61.87,2.0,0.562,153.05,133.87,-7.28,0,0
86.73,65.83,3.85,0.56,82.51,93.91,-17.1,3,0
105.01,58.17,1.71,0.396,105.92,111.15,21.1,2,1
156.17,65.33,3.41,0.678,139.67,153.78,-13.33,1,1
47.99,52.38,1.13,0.312,58.13,55.29,14.28,2,0
117.8,70.97,3.83,0.822,135.81,121.99,-6.75,2,1
48.89,58.44,1.72,0.518,46.06,55.56,7.69,0,0
85.06,48.1,1.96,0.475,72.0,91.09,6.7,0,0
136.46,67.71,2.15,0.527,144.5,136.96,-16.07,6,1
92.02,64.79,3.63,0.563,77.49,86.05,-16.87,0,0
159.66,68.59,2.01,0.644,148.49,153.58,-21.87,1,1
107.09,54.15,1.32,0.616,106.76,104.94,-9.67,7,1
78.54,59.23,1.66,0.65,97.75,86.97,38.43,0,1
66.41,63.2,1.66,0.526,72.61,72.74,7.72,1,0
82.06,66.18,3.82,0.58,73.89,92.12,30.98,2,1
84.7,54.97,7.04,0.551,63.53,95.77,16.1,0,1
48.25,45.0,2.76,0.596,48.66,46.08,20.56,1,0
84.35,58.78,4.28,0.706,89.48,103.97,28.75,0,0
95.71,56.88,1.22,0.572,94.28,94.67,20.16,0,0
126.73,68.2,2.08,0.582,148.06,121.79,41.34,1,1
118.81,64.09,2.87,0.62,117.63,122.14,9.21,2,0
125.05,58.23,7.01,0.53,96.26,129.89,-2.04,3,0
41.0,56.82,2.83,0.458,33.27,33.59,7.98,1,0
66.12,54.36,1.76,0.478,69.14,64.53,-6.4,0,0
119.4,64.45,1.9,0.48,121.64,114.93,16.35,4,1
98.08,45.47,0.78,0.453,93.02,99.49,20.11,0,0
40.64,45.0,1.18,0.394,32.41,48.6,-14.92,2,0
136.54,63.03,3.46,0.845,117.44,133.88,-24.98,2,1
132.74,65.67,1.79,0.705,135.86,138.46,-8.36,0,1
105.81,68.16,4.76,0.67,103.15,91.92,23.09,0,0
47.98,45.0,4.76,0.36,46.16,56.87,-5.18,1,0
131.98,80.06,5.9,0.705,139.97,127.45,-15.88,3,1
110.05,63.93,5.3,0.589,124.72,105.33,-11.36,1,0
133.84,79.73,2.61,0.745,125.27,137.84,-20.55,2,1
130.21,57.1,6.94,0.491,112.5,134.74,-21.69,2,1
136.36,72.64,2.84,0.686,131.2,135.24,-27.76,1,1
102.16,60.04,4.45,0.505,91.43,93.27,5.54,1,0
56.84,55.27,1.43,0.381,42.55,52.04,-10.55,0,0
120.54,68.59,2.8,0.826,142.4,121.49,20.55,4,1
114.46,64.39,1.73,0.496,114.17,119.36,-40.0,2,0
129.07,73.37,2.26,0.592,152.57,120.84,31.06,0,1
60.39,47.63,4.96,0.465,57.65,53.98,-2.85,0,0
63.4,58.09,3.78,0.615,49.64,66.03,2.12,0,0
146.85,57.49,2.38,0.687,138.9,146.02,23.41,0,1
130.0,75.11,3.42,0.768,145.64,131.46,14.44,0,1
148.99,89.27,5.23,0.87,140.77,122.84,33.9,2,1
131.05,57.37,1.87,0.597,137.68,128.1,-30.52,1,1
111.66,61.91,3.67,0.572,106.82,120.19,-8.14,3,0
118.5,69.89,2.99,0.578,106.9,112.34,-38.26,0,0
146.7,75.05,3.83,0.853,168.4,151.56,16.51,2,1
109.46,59.73,6.4,0.426,98.92,97.37,-3.89,3,1
115.89,59.92,2.35,0.551,104.98,100.26,-25.11,1,1
58.78,50.52,1.64,0.528,56.39,62.96,37.93,0,0
96.87,60.34,4.96,0.597,90.71,96.33,-9.55,1,1
125.97,66.5,5.28,0.632,153.2,122.61,-26.1,2,1
72.51,46.94,7.94,0.514,83.51,80.98,17.74,4,0
64.27,49.47,1.97,0.352,52.22,61.15,6.5,0,0
77.66,66.26,2.41,0.485,69.66,71.33,-12.63,1,0
68.98,51.1,1.28,0.488,42.5,61.57,0.95,1,0
65.79,48.65,0.77,0.638,68.2,56.27,-15.9,0,0
90.98,55.52,3.08,0.457,79.16,95.65,-13.42,0,0
148.94,70.69,2.44,0.874,155.48,145.82,10.35,0,0
100.85,53.26,2.4,0.64,78.06,112.27,5.24,0,0
62.55,49.36,4.49,0.3,56.23,33.03,-7.2,0,0
49.24,46.85,5.11,0.518,67.97,58.47,0.68,1,0
123.54,57.28,1.24,0.465,121.49,127.14,-1.77,1,0
85.94,63.88,2.21,0.737,79.37,85.03,-40.0,3,0
138.62,62.68,4.29,0.845,143.27,125.71,-2.71,0,0
119.14,51.09,2.02,0.556,117.5,102.54,-36.47,0,0
135.55,71.27,4.55,0.59,161.64,143.06,-2.1,0,1
72.63,45.0,3.38,0.45,65.65,75.05,-29.1,3,0
123.08,57.92,2.15,0.592,108.48,125.32,2.21,3,0
71.69,45.0,1.17,0.444,68.82,70.66,-14.59,0,0
152.69,67.63,2.77,0.665,156.34,161.19,24.11,0,1
116.36,68.89,3.52,0.678,124.66,110.51,-29.1,3,1
78.94,53.69,1.71,0.383,83.66,75.58,-2.02,1,0
72.34,74.98,4.54,0.635,96.52,70.58,13.61,1,1
62.91,63.39,5.12,0.594,55.64,60.77,5.18,1,0
123.36,59.5,1.87,0.641,115.93,136.72,35.05,2,1
66.25,48.55,5.74,0.62,44.39,53.7,-40.0,0,1
111.44,79.99,4.06,0.513,117.64,91.89,-10.53,0,1
71.76,57.26,4.39,0.302,55.15,57.22,27.64,0,0
119.44,70.69,2.21,0.686,131.86,126.27,-10.37,1,0
137.79,69.61,2.41,0.677,133.42,136.79,5.77,6,1
133.36,71.09,2.65,0.707,156.21,117.38,-5.49,0,1
131.3,61.66,2.04,0.834,118.77,132.3,-31.36,4,1
62.53,58.37,1.58,0.656,75.91,59.29,-7.99,2,0
50.61,51.73,3.94,0.486,59.16,56.2,39.88,0,1
123.87,62.68,2.37,0.757,133.34,131.82,-16.27,2,1
84.2,49.51,5.72,0.366,66.12,109.38,-14.41,0,0
91.88,66.39,3.1,0.42,94.65,80.06,-3.2,0,0
43.74,49.8,1.01,0.504,43.35,30.0,16.3,0,0
71.15,68.32,3.08,0.466,46.51,77.04,8.0,0,0
44.04,45.0,8.06,0.391,58.55,53.91,9.19,2,0
145.5,65.67,2.99,0.64,142.15,132.75,-40.0,4,1
69.21,45.0,0.5,0.531,85.59,56.46,-7.81,1,0
106.88,50.93,4.91,0.475,103.56,110.32,-23.22,1,0
44.68,45.0,0.9,0.465,53.76,61.82,25.4,2,0
120.02,64.45,3.42,0.51,107.9,111.26,-22.64,2,1
78.76,53.73,2.11,0.342,76.17,79.63,29.01,0,0
147.75,65.29,2.31,0.655,150.59,128.76,8.76,0,0
146.57,53.2,1.49,0.612,142.93,144.59,18.61,1,1
79.03,70.52,5.99,0.673,70.06,77.9,36.12,2,1
148.12,65.38,5.37,0.546,110.24,162.79,-35.93,3,1
159.54,63.35,2.68,0.629,149.98,152.47,-33.94,0,1
139.05,72.2,2.58,0.717,149.79,145.91,8.74,1,1
141.38,71.55,2.26,0.697,126.57,133.67,9.77,0,0
69.88,47.42,0.9,0.308,49.78,70.78,-22.02,3,0
109.2,59.18,2.46,0.411,88.2,129.98,-9.85,2,0
48.07,46.11,1.12,0.619,50.97,66.0,23.35,2,1
51.39,56.97,1.28,0.498,38.62,71.0,13.74,2,0
159.87,66.15,2.68,0.706,176.63,163.84,-2.09,1,1
79.2,51.78,2.96,0.506,86.13,77.09,8.35,0,0
129.78,69.91,5.33,0.576,131.7,132.63,-15.88,2,1
136.8,76.16,3.69,0.628,141.01,141.46,-23.99,2,1
142.96,83.26,4.72,0.769,137.18,146.86,21.56,0,1
159.72,85.65,3.62,0.912,156.81,152.6,-39.85,4,1
68.98,48.59,1.74,0.361,72.72,61.46,5.31,0,0
44.84,45.0,2.46,0.551,54.82,38.88,-1.68,0,0
89.34,64.65,3.63,0.397,93.7,100.05,12.06,0,0
55.61,57.76,2.09,0.333,44.62,67.4,-17.83,6,1
42.69,45.0,1.68,0.3,32.0,74.53,15.2,0,0
83.25,60.09,5.27,0.386,67.79,87.51,-11.73,6,1
134.05,70.51,3.53,0.849,148.25,126.16,33.23,1,1
107.94,72.89,3.72,0.588,84.16,103.15,-7.95,0,0
77.53,48.12,2.99,0.344,45.96,75.96,-34.69,1,0
118.52,83.62,3.0,0.819,98.85,133.58,-0.07,4,0
67.84,63.06,2.69,0.635,42.83,75.17,-4.99,1,0
41.73,63.02,6.39,0.507,56.15,30.0,5.29,0,0
131.72,69.23,2.63,0.849,146.14,131.15,-6.26,0,0
114.85,64.38,2.19,0.513,98.72,100.13,7.43,0,0
131.48,64.66,3.06,0.809,134.38,137.4,-15.92,0,1
44.67,56.36,1.56,0.49,60.06,37.6,-7.79,0,0
140.45,80.09,3.82,0.849,151.44,134.34,14.99,2,1
114.34,83.98,3.09,0.742,142.55,95.56,10.31,0,0
107.61,64.55,2.97,0.541,105.06,115.18,-36.64,1,1
114.95,72.18,3.51,0.735,109.78,127.04,-19.9,0,0
143.73,65.17,2.52,0.616,131.08,136.8,0.98,8,1
110.43,65.42,2.45,0.543,109.57,108.81,-5.29,1,0
109.71,56.61,1.62,0.452,117.99,104.92,2.32,3,0
158.88,79.41,3.17,0.931,166.68,156.7,8.62,1,1
130.81,67.06,2.86,0.589,126.29,122.61,5.95,0,0
93.08,57.18,1.66,0.567,107.5,82.07,9.3,3,0
124.89,65.95,4.05,0.611,131.46,138.57,-40.0,2,1
86.71,59.98,3.25,0.724,87.83,60.31,-0.43,0,0
67.47,49.37,1.23,0.416,54.59,72.51,-15.73,1,0
111.62,73.94,2.39,0.726,111.09,114.46,0.29,0,0
151.38,77.34,2.44,0.876,162.58,167.92,24.82,0,1
151.5,74.37,3.62,0.709,144.31,149.13,-22.9,3,1
81.03,45.31,0.87,0.474,63.71,77.32,-7.39,5,0
103.32,67.19,1.85,0.689,99.34,95.24,6.6,0,0
65.4,61.06,2.13,0.641,65.63,68.95,-5.45,1,0
159.48,74.14,7.15,0.86,181.04,152.39,-12.78,2,1
157.73,85.86,4.71,0.644,144.69,146.45,-28.19,2,1
117.94,52.9,3.9,0.789,124.44,110.57,2.63,1,0
136.53,73.59,2.45,0.645,134.09,127.06,-12.39,1,0
125.81,72.56,2.27,0.688,124.84,115.75,-35.19,1,1
111.18,70.62,2.05,0.746,132.57,112.03,-3.67,0,0
46.4,47.19,5.31,0.3,41.38,44.46,-25.92,1,0
94.57,66.48,2.32,0.678,85.16,100.07,8.76,1,0
120.97,72.76,3.09,0.681,133.27,122.45,-20.57,0,0
121.3,64.65,2.43,0.801,135.11,109.28,32.47,0,1
84.77,56.39,3.15,0.403,68.82,63.55,30.9,1,0
153.0,70.85,2.61,0.707,140.83,142.44,-19.42,0,0
60.08,47.69,1.81,0.593,64.88,67.72,-8.65,3,0
100.04,61.22,9.61,0.388,95.4,107.45,14.67,0,0
122.91,58.33,2.18,0.494,115.13,132.75,15.62,2,0
123.66,60.74,2.65,0.847,141.28,132.04,-0.05,3,1
117.84,59.04,2.39,0.546,109.64,128.71,-12.01,5,0
73.03,54.1,3.48,0.689,79.88,77.1,-4.35,1,0
58.74,55.74,1.61,0.329,67.43,76.77,-10.99,0,0
116.31,64.35,1.94,0.573,111.71,119.25,14.11,2,0
111.92,75.89,4.46,0.717,92.3,131.91,-7.01,0,1
61.52,49.25,1.56,0.528,55.24,55.26,-16.2,0,0
124.62,73.47,5.88,0.686,128.61,118.1,3.16,3,1
94.62,79.97,4.15,0.576,106.17,92.7,-1.03,0,0
120.13,71.46,3.33,0.778,117.43,119.76,43.71,1,1
140.48,73.49,2.32,0.595,161.07,137.27,5.81,2,1
60.37,56.36,3.15,0.438,41.54,65.76,3.91,0,0
42.3,45.0,2.24,0.3,38.27,41.27,5.81,4,0
133.49,73.6,3.75,0.719,133.0,127.42,-2.96,0,0
113.16,63.61,2.08,0.52,127.72,109.2,15.2,0,0
123.96,62.91,5.97,0.585,105.98,136.13,-5.2,0,1
140.58,63.65,2.2,0.69,147.49,143.75,48.22,1,1
136.34,69.3,2.21,0.5,131.4,119.57,-4.22,1,0
155.31,62.56,8.09,0.583,173.31,170.42,-37.92,6,1
104.31,78.77,4.58,0.667,95.72,108.65,35.1,2,1
98.62,60.78,2.25,0.547,102.55,105.01,-7.21,2,1
88.23,53.44,5.13,0.691,79.98,97.52,-2.57,0,0
58.44,50.0,0.94,0.533,59.36,68.25,-9.33,2,0
108.71,56.09,1.3,0.409,100.47,99.52,-14.9,1,0
73.24,73.03,3.9,0.546,67.55,62.54,-22.98,0,0
150.56,62.12,1.82,0.569,126.09,174.52,-40.0,2,1
109.98,65.24,5.45,0.722,117.4,103.0,-9.2,6,1
111.14,64.66,4.43,0.81,102.35,114.93,4.86,0,1
82.59,60.89,2.0,0.54,68.0,98.91,-36.93,2,1
46.24,47.08,3.92,0.492,30.0,41.8,0.98,4,0
43.81,45.0,0.57,0.306,30.0,40.21,34.85,0,0
90.8,56.94,2.41,0.527,95.35,100.06,7.44,0,0
50.15,51.25,4.99,0.573,55.02,52.28,-22.57,2,0
112.82,56.41,4.09,0.485,118.49,117.77,10.08,5,0
145.72,65.17,2.37,0.623,133.86,144.91,11.31,5,1
145.95,79.09,2.85,0.696,150.45,140.69,25.73,0,1
119.09,65.18,2.07,0.722,114.14,115.76,0.91,3,0
65.35,45.0,1.58,0.426,73.33,77.29,14.87,1,0
143.56,71.84,3.47,0.882,154.31,140.6,20.68,1,1
146.33,67.75,1.92,0.557,137.59,150.62,6.47,3,0
63.6,45.0,1.3,0.419,72.47,53.91,10.16,3,0
128.49,80.88,5.31,0.749,137.56,148.89,-6.96,1,0
74.38,58.57,2.2,0.394,53.61,77.57,6.79,0,0
136.32,80.75,2.92,0.752,119.29,139.71,-18.16,1,0
159.67,73.81,6.88,0.625,143.99,168.93,39.01,0,1
43.6,45.0,0.96,0.3,57.39,38.79,-4.62,2,0
147.68,78.69,4.92,0.571,134.93,159.62,8.07,4,1
114.72,62.57,1.88,0.796,141.15,99.55,-9.78,0,0
156.81,68.82,2.75,0.771,147.42,150.66,-13.27,3,1
95.8,64.11,2.66,0.686,83.43,87.79,-16.79,0,0
141.69,78.35,3.54,0.638,153.01,122.88,-18.95,0,1
47.49,57.48,2.34,0.46,55.78,42.2,-6.19,0,0
80.23,62.85,1.95,0.519,85.28,79.71,9.01,1,1
48.04,51.58,1.98,0.602,56.2,37.14,-0.37,1,0
157.04,74.02,3.23,0.85,152.42,144.7,19.17,0,1
138.04,74.29,2.61,0.786,151.76,138.45,-9.9,1,0
142.31,65.07,8.36,0.525,143.69,141.51,13.25,1,1
152.56,79.55,5.58,0.758,151.32,149.9,-11.28,8,1
50.21,55.28,4.39,0.417,47.7,37.55,19.07,0,0
86.27,66.33,3.52,0.71,101.2,82.33,21.56,2,0
48.52,45.0,0.76,0.329,47.8,41.86,17.87,0,0
65.3,51.79,2.17,0.384,35.08,66.15,-18.01,0,0
67.52,52.04,3.51,0.447,75.16,61.94,27.75,0,0
96.29,58.78,1.39,0.466,103.39,95.91,-26.33,0,0
72.23,45.76,1.57,0.348,62.65,59.12,3.24,0,0
52.12,45.0,1.26,0.579,53.1,38.15,2.98,0,0
60.1,55.85,1.51,0.484,59.12,65.67,14.52,0,0
57.67,52.6,1.67,0.598,33.87,65.33,-13.26,2,0
156.77,81.11,8.82,0.883,157.6,152.84,-17.3,1,1
131.12,61.12,3.39,0.586,126.48,131.39,-21.97,0,1
156.13,84.02,3.38,0.767,157.58,151.63,0.51,0,1
92.77,62.21,2.93,0.392,82.29,103.74,-9.92,0,0
73.4,61.25,1.9,0.666,82.68,71.37,20.06,1,0
135.8,66.6,3.21,0.649,127.07,130.81,12.81,8,1
79.15,61.21,4.87,0.475,87.57,88.81,5.07,1,0
75.93,56.36,2.4,0.429,79.89,68.19,2.45,0,0
67.9,55.05,3.09,0.468,81.59,69.47,26.01,0,0
55.56,55.82,2.06,0.347,71.31,45.08,3.47,0,0
70.78,63.16,2.7,0.442,88.51,77.42,5.19,1,0
82.64,51.33,2.66,0.648,69.37,90.79,-30.44,2,1
120.88,61.69,4.01,0.776,128.54,107.99,19.64,1,1
47.51,45.0,2.12,0.344,33.78,33.06,-8.48,1,0
65.26,45.0,6.19,0.463,101.89,68.15,38.78,3,1
137.08,72.64,4.73,0.841,149.27,156.49,-15.63,0,1
57.63,51.85,3.16,0.3,68.63,66.47,-3.35,0,0
81.12,60.49,4.23,0.679,87.92,78.99,20.43,3,1
143.76,64.3,2.15,0.599,112.11,135.22,-9.95,1,1
58.59,61.35,2.33,0.527,47.73,46.43,-26.73,1,0
49.93,51.54,2.14,0.463,38.96,57.1,11.12,3,0
98.14,63.51,2.54,0.596,93.38,107.37,-25.87,5,1
76.29,67.34,4.66,0.653,81.66,69.98,17.59,1,0
107.61,57.87,1.31,0.443,110.49,105.14,-16.19,3,0
136.46,82.09,3.08,0.628,105.49,136.93,6.32,1,0
56.46,48.45,3.91,0.465,50.91,74.59,-0.74,0,0
109.68,80.28,2.71,0.734,106.52,110.34,4.61,5,1
100.66,51.49,1.28,0.469,114.6,90.85,5.51,3,0
57.29,58.04,1.93,0.573,63.86,45.72,4.86,2,0
114.88,58.85,3.41,0.584,112.37,105.77,0.24,1,0
72.84,59.61,2.61,0.374,71.0,85.48,11.78,5,1
98.54,59.91,6.03,0.679,79.88,103.67,-10.46,1,0
49.87,48.52,1.1,0.3,51.81,46.42,27.29,2,0
95.15,55.5,4.22,0.571,89.83,65.9,-15.91,0,0
76.78,57.97,1.78,0.336,61.8,68.25,8.01,0,0
138.69,63.68,2.04,0.639,155.23,142.13,18.43,1,1
46.84,61.83,2.54,0.461,47.34,50.36,22.45,1,0
90.23,52.39,1.05,0.573,81.71,93.67,-2.08,3,0
95.01,49.5,1.5,0.527,86.3,81.54,1.57,0,0
127.0,73.03,2.84,0.633,132.04,128.77,8.25,2,1
108.91,56.13,1.43,0.497,110.32,99.16,-21.18,4,0
120.07,65.02,4.66,0.623,120.87,120.08,7.49,3,1
133.25,70.76,2.78,0.861,124.03,125.57,54.25,1,1
143.46,65.1,7.73,0.851,135.81,154.17,25.14,3,1
77.67,51.89,4.36,0.371,64.11,81.04,-20.82,3,0
104.56,66.18,2.1,0.406,98.32,103.13,-35.53,1,0
140.81,81.54,3.75,0.876,145.83,154.62,3.45,3,1
158.73,76.11,3.75,0.767,160.15,155.01,20.21,1,1
146.74,79.68,5.14,0.735,148.08,132.59,-0.03,1,1
84.58,52.92,4.23,0.646,108.07,95.13,45.75,0,0
63.42,48.64,2.19,0.396,69.53,65.94,-10.99,4,0
98.73,63.3,1.65,0.569,112.36,95.54,10.87,0,0
129.0,71.3,3.06,0.854,139.66,122.56,3.37,0,1
99.11,60.79,4.69,0.646,100.9,104.22,14.06,0,0
97.98,48.68,2.6,0.435,99.61,106.12,15.21,0,0
140.59,51.9,3.98,0.555,142.4,132.92,22.3,4,1
83.37,60.03,3.08,0.412,89.3,89.02,0.74,6,0
143.18,75.08,2.37,0.816,135.8,145.68,18.95,3,1
88.82,62.75,6.73,0.465,94.81,80.52,9.2,0,0
79.39,48.52,4.46,0.327,75.93,79.43,22.74,0,0
94.48,59.21,1.56,0.741,75.62,89.01,17.56,0,0
131.49,64.83,1.87,0.542,131.37,143.9,0.27,2,0
55.12,53.25,2.16,0.3,33.45,48.63,-22.97,0,0
63.57,48.55,2.84,0.366,52.46,78.66,-1.89,4,0
154.17,76.15,3.09,0.637,152.99,155.49,17.24,3,1
61.06,45.0,0.72,0.432,39.61,43.6,-37.81,0,0
108.13,65.9,2.83,0.773,110.93,86.4,-7.5,2,0
109.52,66.44,2.4,0.76,113.54,107.43,14.3,1,0
98.75,68.87,2.58,0.559,107.0,112.09,-40.0,0,1
117.37,65.47,3.28,0.596,111.85,129.68,-21.37,1,1
67.58,66.48,5.04,0.505,68.97,69.24,-10.34,3,0
106.32,50.42,2.05,0.496,103.1,98.95,-3.11,4,0
84.66,53.98,2.78,0.355,74.74,80.49,-10.75,0,0
119.4,71.01,3.68,0.814,103.63,121.47,-13.34,0,0
56.95,52.52,2.15,0.326,50.12,67.82,-27.37,1,0
108.51,54.2,1.61,0.485,115.14,114.2,35.17,0,1
62.23,64.02,2.35,0.456,48.14,71.92,-17.99,0,0
73.44,55.03,1.67,0.497,68.76,79.87,-36.59,2,0
66.25,45.0,4.24,0.3,59.4,75.63,17.01,2,0
61.94,48.8,3.36,0.325,69.67,39.33,-10.09,2,0
139.09,66.38,3.08,0.649,140.42,130.16,-21.15,4,1
74.28,76.53,6.04,0.576,77.27,63.24,13.7,1,0
151.25,77.17,5.69,0.625,151.65,139.26,-9.14,2,1
156.39,73.27,6.14,0.718,152.85,156.45,1.26,0,0
108.55,62.71,1.94,0.629,95.51,94.08,-17.92,7,1
57.16,61.9,3.41,0.607,53.88,47.72,-9.97,4,0
84.95,62.87,2.98,0.465,86.97,83.96,-16.85,3,1
135.73,45.0,2.49,0.541,136.02,119.69,-21.71,1,0
84.09,61.81,1.97,0.528,100.4,79.23,70.64,1,1
50.44,52.51,2.73,0.53,60.39,56.83,-9.93,0,0
106.81,49.45,1.56,0.444,118.59,94.56,-20.44,0,0
141.41,75.73,5.04,0.674,118.51,149.38,8.9,0,1
135.51,79.89,4.97,0.494,152.34,127.45,13.21,0,0
61.01,52.05,1.28,0.3,58.22,63.73,-1.09,1,0
120.73,73.2,2.5,0.635,126.35,109.67,-5.98,0,0
66.46,64.06,3.54,0.399,73.19,70.99,-3.95,0,0
66.18,51.03,2.06,0.617,66.77,63.15,-5.06,0,0
144.89,59.12,2.57,0.756,135.15,149.55,15.59,1,0
69.96,58.38,3.4,0.471,84.76,64.51,2.93,1,0
71.59,51.95,3.81,0.458,59.53,77.15,14.56,0,0
40.08,45.0,0.91,0.399,30.0,48.55,-6.01,0,0
144.48,65.87,2.97,0.53,140.26,145.68,-5.8,2,0
