avg_cycle_time,cycle_time_std,cycle_time_trend,throughput,temperature_mean,vibration_mean,utilization,current_cycle_time,high_risk
88.02,7.14,0.103,25.68,88.88,4.59,0.728,89.93,1
147.94,19.24,0.186,20.31,91.18,10.03,0.946,130.45,1
48.51,2.84,-0.114,35.42,49.6,2.45,0.547,43.92,0
80.92,4.84,0.056,28.75,62.49,2.14,0.616,85.55,0
56.17,3.84,0.078,40.52,57.52,1.8,0.7,67.91,0
80.44,6.01,0.018,38.8,70.55,2.25,0.843,85.33,1
73.98,6.85,-0.006,40.11,79.36,3.0,0.918,67.82,1
144.07,14.54,0.215,18.81,77.4,5.05,0.862,135.75,1
74.77,8.53,0.099,30.11,97.32,4.83,0.718,97.42,1
111.14,11.23,0.181,24.8,80.47,6.39,0.797,104.02,1
65.31,3.73,-0.039,37.1,71.62,2.13,0.751,60.78,0
105.8,18.58,0.12,19.91,82.51,10.42,0.685,143.45,1
147.04,25.5,0.214,22.7,89.83,8.19,0.954,203.37,1
100.53,19.66,0.115,25.79,87.78,9.62,0.693,95.85,1
38.35,4.34,-0.004,43.18,51.17,0.84,0.475,34.41,0
95.32,14.95,0.132,28.89,68.36,5.94,0.818,101.95,1
44.97,2.05,0.001,27.8,53.56,2.39,0.354,46.61,0
71.31,4.02,0.05,28.7,59.97,1.74,0.645,72.88,0
50.95,4.82,-0.134,23.48,58.18,1.56,0.351,51.32,0
73.09,12.54,0.129,36.12,71.78,4.83,0.797,77.51,1
109.15,14.91,0.077,23.23,97.34,4.63,0.789,123.4,1
52.23,1.82,-0.112,28.78,52.16,0.61,0.407,48.88,0
53.48,5.78,0.079,40.95,56.99,2.43,0.632,53.31,0
71.78,5.82,0.014,38.87,80.56,2.15,0.864,75.21,0
54.46,7.87,0.025,38.39,64.12,2.03,0.66,58.91,0
42.28,3.32,-0.015,36.75,53.91,1.49,0.441,38.81,0
83.45,6.34,0.057,37.38,69.37,3.49,0.843,93.4,1
91.53,19.55,0.068,30.74,77.54,9.5,0.772,103.77,1
51.04,4.8,-0.103,39.21,63.67,1.53,0.558,54.33,0
44.43,1.64,-0.063,28.05,55.78,2.26,0.399,43.34,0
63.24,5.09,-0.027,31.49,55.07,3.72,0.619,60.39,0
131.3,24.64,0.249,23.44,75.17,5.92,0.864,128.68,1
72.92,9.65,0.124,42.32,83.13,2.73,0.822,93.64,1
71.83,7.94,0.143,37.77,84.9,4.14,0.782,82.51,1
61.39,6.31,-0.08,38.96,69.82,1.83,0.686,59.09,0
77.67,9.03,0.169,35.88,69.93,7.17,0.865,78.53,1
39.24,1.36,-0.02,40.18,54.6,2.41,0.474,38.34,0
78.35,10.74,0.121,37.74,72.96,5.56,0.835,90.14,1
120.28,13.51,0.198,24.0,66.7,5.11,0.876,139.79,1
107.81,11.14,0.246,28.25,68.98,5.54,0.879,112.44,1
134.17,16.78,0.149,23.06,71.35,3.25,0.973,176.2,1
103.58,10.87,0.145,26.52,95.17,4.43,0.862,109.55,1
44.16,3.23,-0.08,40.57,48.55,0.66,0.501,38.2,0
119.66,20.48,0.198,28.63,81.71,4.65,0.978,116.99,1
53.35,3.49,-0.083,26.97,61.65,1.12,0.394,47.87,0
84.46,6.24,-0.044,35.06,80.11,4.86,0.853,99.55,0
46.66,3.58,-0.119,43.88,59.93,1.23,0.56,42.19,0
47.18,1.7,-0.164,39.29,62.71,2.13,0.525,45.78,0
98.47,5.45,0.064,33.28,65.54,3.9,0.9,97.11,0
61.04,7.49,-0.057,33.96,58.2,3.54,0.617,61.25,0
79.22,8.84,0.014,41.96,66.71,4.23,0.932,94.65,0
114.95,10.24,0.183,22.62,74.51,3.93,0.824,124.74,1
44.56,4.31,-0.164,37.81,62.76,2.19,0.506,44.77,0
53.63,2.71,-0.012,31.36,61.0,0.75,0.483,60.44,0
104.78,17.18,0.214,26.36,82.04,3.99,0.787,129.48,1
85.31,3.51,0.053,30.48,65.08,2.06,0.776,83.02,0
74.81,12.63,0.068,37.01,90.01,4.31,0.897,78.48,1
108.04,6.74,0.106,25.5,88.65,4.75,0.779,110.15,1
103.48,12.76,0.078,23.91,73.82,7.13,0.743,86.43,1
89.34,5.73,0.117,32.71,97.43,5.4,0.899,82.73,1
93.35,8.66,0.063,33.18,68.73,4.55,0.934,96.49,1
95.01,6.22,0.133,29.65,82.7,2.83,0.894,84.84,0
82.28,5.37,-0.013,33.2,62.24,2.19,0.758,78.35,0
81.2,3.07,-0.074,28.21,62.03,2.02,0.647,78.08,0
90.96,11.78,0.136,27.61,86.08,7.46,0.804,100.38,1
85.09,6.36,-0.026,37.14,74.5,3.05,0.836,74.29,0
94.59,10.18,0.134,26.4,78.16,10.48,0.777,91.89,1
109.74,17.29,0.107,22.59,75.03,8.16,0.716,105.95,1
115.46,15.34,0.251,29.29,69.55,6.49,0.93,110.93,1
147.68,23.02,0.212,21.45,72.48,3.9,0.915,158.01,1
96.78,6.14,0.054,30.3,76.4,4.26,0.911,104.61,1
55.74,7.89,-0.092,45.68,63.5,2.21,0.703,57.67,0
89.77,13.64,0.232,32.38,84.48,6.37,0.919,98.35,1
50.93,7.13,0.051,49.33,60.6,2.99,0.764,33.52,0
115.68,10.34,0.178,26.13,79.27,5.76,0.811,108.02,1
69.57,7.21,0.143,39.25,84.65,4.26,0.774,73.21,1
66.59,7.82,0.122,37.77,95.24,4.87,0.74,81.98,1
86.62,4.96,-0.058,28.46,66.47,2.14,0.746,76.11,0
78.41,6.26,-0.021,27.37,62.3,1.99,0.688,72.24,0
70.73,5.93,0.032,47.98,71.73,5.31,0.928,81.36,1
38.24,3.89,-0.06,42.85,59.79,1.44,0.477,44.81,0
129.92,21.33,0.258,27.44,80.72,3.06,0.959,149.66,1
57.88,5.2,0.035,44.23,63.32,3.1,0.741,56.51,0
61.03,6.23,-0.063,41.3,55.06,2.74,0.753,60.91,0
51.13,4.86,-0.013,31.92,56.14,1.35,0.529,39.66,0
87.95,16.48,0.145,29.24,72.62,4.6,0.828,71.53,1
100.3,13.47,0.216,29.01,81.11,5.5,0.878,139.23,1
87.34,3.27,-0.073,28.36,67.28,1.22,0.692,83.01,0
45.59,3.08,-0.148,28.82,52.92,1.95,0.377,53.02,0
79.2,7.43,0.034,38.05,66.66,5.14,0.863,76.83,1
80.26,5.92,-0.09,30.97,61.11,1.59,0.796,91.8,0
97.42,12.04,0.132,31.78,87.58,4.46,0.883,109.48,1
110.84,8.29,0.093,25.52,78.08,5.91,0.762,125.59,1
68.7,3.34,-0.062,33.1,70.53,3.48,0.602,66.26,0
59.39,5.94,0.073,37.13,57.43,3.16,0.623,60.46,0
141.27,26.38,0.169,22.97,83.82,7.39,0.982,148.38,1
87.47,6.95,0.049,36.35,65.47,5.41,0.871,77.1,1
68.3,9.49,0.122,34.69,91.25,4.37,0.738,75.4,1
43.06,1.98,-0.032,44.09,52.7,2.26,0.534,41.07,0
73.83,6.56,0.059,39.68,72.97,4.29,0.85,82.44,0
39.98,2.64,-0.074,51.28,59.12,1.41,0.545,45.52,0
64.31,5.24,0.001,42.23,75.63,2.14,0.852,70.77,0
169.41,26.18,0.177,20.25,80.57,8.49,0.942,136.76,1
68.27,3.75,-0.021,31.22,62.86,2.57,0.644,68.3,0
56.07,4.04,-0.048,28.05,48.04,1.77,0.474,58.51,0
37.94,2.78,-0.033,57.15,54.36,1.63,0.59,34.34,0
61.28,7.5,-0.071,40.99,64.29,3.57,0.672,56.16,0
67.03,7.66,-0.071,30.23,73.99,2.63,0.635,79.45,0
55.67,4.46,-0.066,36.71,56.67,1.75,0.567,54.01,0
83.4,7.96,0.11,31.56,73.46,7.24,0.805,80.19,1
87.97,9.06,-0.047,36.21,81.07,3.35,0.853,83.08,1
60.97,4.09,-0.061,38.03,72.93,3.94,0.619,60.48,0
143.05,22.74,0.138,22.25,77.82,6.5,0.9,150.0,1
55.98,2.9,-0.037,36.52,50.61,2.36,0.595,58.24,0
148.43,20.86,0.229,22.16,89.44,8.4,0.882,161.2,1
53.51,5.3,0.071,48.66,69.03,2.85,0.798,50.26,0
149.31,16.21,0.22,21.84,74.29,5.22,0.896,149.08,1
80.56,11.99,0.102,29.39,78.28,4.26,0.763,83.78,1
67.4,7.69,0.07,36.34,82.03,9.71,0.774,77.57,1
158.51,20.67,0.22,22.53,86.32,7.71,0.968,145.94,1
78.26,6.42,0.044,28.23,62.05,1.55,0.64,71.78,0
143.17,24.65,0.15,22.92,88.22,11.6,0.887,143.45,1
77.03,3.68,-0.046,24.85,64.5,1.78,0.612,75.16,0
66.45,4.76,-0.003,35.44,57.25,3.42,0.765,78.36,0
88.28,5.87,-0.071,25.89,62.92,2.54,0.714,77.23,0
80.03,4.9,0.062,39.54,66.33,5.11,0.903,79.73,1
75.29,4.87,0.063,30.31,55.78,3.86,0.608,75.94,0
71.39,15.16,0.118,39.35,82.77,3.9,0.869,72.57,1
91.51,6.97,0.014,32.42,74.66,2.44,0.822,75.88,1
74.18,15.76,0.16,39.87,74.81,7.84,0.803,99.94,1
79.71,15.49,0.145,32.81,81.19,10.57,0.693,90.31,1
61.19,7.96,0.012,44.74,75.44,2.43,0.821,54.03,0
69.71,4.8,-0.001,30.15,67.71,3.59,0.653,62.03,0
70.32,6.24,0.002,32.19,67.84,1.28,0.68,67.37,0
70.31,6.27,0.037,29.52,74.81,2.9,0.625,71.24,0
41.23,3.29,-0.004,38.89,59.25,1.28,0.48,45.11,0
64.37,3.95,-0.034,45.44,69.77,2.14,0.788,58.76,0
52.99,3.25,-0.077,41.23,56.76,3.05,0.626,56.72,0
164.06,17.9,0.243,17.85,97.93,8.12,0.944,191.67,1
102.67,15.4,0.128,25.9,69.01,7.34,0.847,88.97,1
79.79,7.49,-0.053,30.27,55.85,2.28,0.738,77.29,0
81.43,14.45,0.102,41.09,79.3,6.34,0.896,84.84,1
47.38,2.34,-0.037,33.58,63.86,1.05,0.485,48.55,0
72.64,8.84,-0.035,40.83,72.27,2.26,0.884,64.04,0
95.49,17.59,0.246,33.25,76.76,4.64,0.84,100.91,1
70.97,6.72,-0.05,42.41,66.21,4.6,0.869,56.34,0
92.6,4.02,0.0,33.99,80.43,2.82,0.912,95.35,0
154.21,27.24,0.158,19.02,83.47,7.1,0.927,163.88,1
115.66,19.56,0.157,27.53,73.8,4.69,0.9,131.87,1
108.42,11.29,0.237,28.24,68.69,3.56,0.91,91.66,1
82.97,14.78,0.182,31.16,83.04,6.22,0.778,98.11,1
104.18,9.13,0.16,23.68,68.7,4.85,0.779,123.15,1
55.95,3.12,0.043,39.17,61.88,2.58,0.6,60.94,0
83.54,6.62,-0.056,31.36,59.93,1.8,0.758,79.56,0
36.5,4.14,-0.008,49.21,55.29,2.21,0.501,37.06,0
83.18,5.92,-0.02,36.24,69.88,3.19,0.879,85.88,0
65.82,6.89,0.062,49.52,71.14,3.66,0.888,63.16,0
89.62,6.16,0.043,23.38,72.61,3.87,0.603,91.08,0
142.88,26.93,0.24,23.69,92.52,11.11,0.944,200.78,1
120.56,18.07,0.276,27.07,83.76,6.25,0.922,97.22,1
93.95,9.33,0.148,30.98,86.99,4.96,0.852,85.44,1
72.93,6.48,0.084,38.36,69.89,3.23,0.87,65.61,0
150.87,14.93,0.208,20.97,84.57,4.82,0.866,157.66,1
54.22,3.85,-0.015,25.09,59.53,1.11,0.375,52.58,0
80.04,8.59,0.067,33.17,87.86,9.34,0.757,72.49,1
46.78,3.65,0.011,40.12,49.11,1.54,0.497,53.21,0
65.87,8.84,0.199,42.2,75.5,8.44,0.74,51.8,1
53.38,7.09,-0.039,46.48,74.84,2.18,0.787,56.19,0
117.25,15.39,0.137,28.12,66.49,6.43,0.896,109.29,1
130.65,19.96,0.216,25.49,75.41,5.04,0.947,111.24,1
43.26,2.08,-0.07,37.25,57.19,1.37,0.44,45.13,0
62.93,7.43,0.036,45.29,72.16,4.8,0.874,74.39,0
157.58,22.35,0.295,20.25,82.93,8.38,0.911,181.31,1
67.41,9.45,0.012,43.22,69.24,3.1,0.939,66.87,1
157.31,17.06,0.215,17.89,65.94,5.01,0.906,126.81,1
114.18,15.53,0.144,27.47,69.9,6.31,0.859,106.59,1
60.55,5.61,0.074,49.35,62.19,3.38,0.803,67.68,0
60.44,7.15,-0.052,40.99,58.98,2.62,0.676,50.33,0
60.07,5.81,0.005,44.95,56.54,3.31,0.727,60.72,0
88.08,16.34,0.205,29.81,82.14,10.11,0.809,114.77,1
61.85,7.49,0.012,41.05,67.46,2.33,0.693,64.58,0
79.29,9.41,0.026,41.32,81.96,2.51,0.912,81.34,1
83.86,9.63,0.08,34.0,67.33,4.1,0.83,83.8,0
78.43,9.29,0.176,35.05,82.85,6.73,0.758,83.69,1
127.12,16.48,0.124,25.05,77.93,3.41,0.938,129.91,1
160.02,21.91,0.251,22.27,93.03,9.96,0.97,159.0,1
66.93,8.91,-0.018,49.46,65.39,5.22,0.95,75.42,1
102.61,12.18,0.219,26.42,74.76,6.76,0.726,135.62,1
97.81,18.37,0.163,25.88,82.79,10.25,0.792,90.21,1
75.48,8.75,0.144,36.47,78.47,7.33,0.835,80.37,1
139.9,23.61,0.295,21.02,89.64,7.25,0.894,190.94,1
74.82,7.21,0.031,33.79,73.18,2.05,0.702,83.63,0
54.94,4.61,-0.137,32.22,60.55,2.01,0.517,51.85,0
110.56,15.4,0.158,32.53,81.82,3.42,0.961,107.5,1
68.61,9.16,0.062,42.27,76.59,2.65,0.869,56.11,0
80.74,10.09,0.199,31.05,75.04,7.71,0.816,89.22,1
123.89,21.11,0.174,24.07,83.78,4.05,0.891,73.47,1
44.56,1.96,-0.137,33.91,62.69,2.06,0.426,43.14,0
123.36,12.97,0.16,24.09,66.15,3.35,0.914,78.72,1
74.68,6.36,-0.032,37.57,69.45,2.24,0.852,75.56,0
75.44,5.96,-0.031,41.34,68.96,5.45,0.852,71.82,1
70.76,14.17,0.124,36.67,80.0,4.03,0.768,87.74,1
158.88,22.21,0.239,21.32,65.17,5.94,0.896,218.82,1
45.15,4.94,-0.152,34.14,50.9,1.5,0.424,46.19,0
81.79,6.79,0.068,33.27,78.15,2.85,0.834,80.96,0
91.98,14.02,0.113,32.98,94.43,3.41,0.83,73.55,1
80.76,7.46,0.057,32.58,84.89,4.84,0.757,79.1,1
94.18,8.44,0.143,26.51,91.14,3.46,0.726,107.8,1
57.28,3.97,-0.145,27.32,63.63,1.43,0.419,51.31,0
65.7,7.76,0.067,42.16,55.18,2.32,0.745,65.98,0
65.97,7.18,0.004,37.48,71.53,3.74,0.786,67.24,0
67.99,8.08,0.209,37.77,71.16,8.11,0.775,78.05,1
77.58,3.11,0.064,26.03,67.58,1.37,0.647,81.83,0
50.38,5.83,0.013,38.0,60.81,3.58,0.611,48.02,0
167.9,18.57,0.3,19.43,87.34,7.59,0.919,142.45,1
41.09,3.52,-0.135,34.5,62.56,2.0,0.447,45.14,0
134.08,21.52,0.189,21.87,94.76,7.76,0.931,172.51,1
77.12,14.52,0.14,32.12,88.42,3.4,0.704,89.09,1
72.04,14.64,0.169,38.46,77.33,9.93,0.845,74.61,1
67.42,7.48,0.071,34.62,62.49,3.5,0.758,71.49,0
42.28,4.81,-0.093,36.8,59.53,2.06,0.457,36.24,0
74.63,12.73,0.071,37.03,92.11,2.82,0.735,77.89,1
68.01,7.53,0.056,37.46,71.49,9.06,0.773,68.75,1
80.1,11.36,0.046,35.4,91.31,5.7,0.853,81.67,1
59.34,1.11,-0.034,33.97,48.9,1.7,0.554,59.05,0
90.86,7.83,0.168,24.06,84.71,6.72,0.692,101.93,1
113.7,8.53,0.074,21.82,85.05,8.84,0.754,101.0,1
90.25,7.61,0.084,30.63,94.87,5.73,0.767,93.82,1
66.88,16.71,0.151,45.71,73.61,10.3,0.86,30.0,1
74.62,15.68,0.207,42.69,82.95,6.74,0.864,54.46,1
79.36,9.16,0.089,37.03,72.01,3.6,0.878,92.96,1
47.07,1.68,-0.171,29.2,59.54,0.76,0.397,42.95,0
75.72,4.6,-0.024,35.73,70.6,4.62,0.869,73.04,1
56.51,4.26,-0.027,23.82,61.99,0.95,0.427,58.67,0
70.9,9.45,0.086,50.13,73.43,5.03,0.949,69.87,1
72.98,6.51,0.058,40.59,77.81,2.26,0.862,71.24,0
41.47,4.36,-0.141,42.99,61.5,1.55,0.552,35.09,0
59.08,5.32,-0.098,42.14,74.06,1.63,0.717,59.03,0
42.73,4.56,0.008,36.61,54.03,1.39,0.474,44.69,0
71.68,15.04,0.146,34.33,71.73,10.48,0.773,79.65,1
129.93,12.78,0.164,23.39,77.3,4.45,0.95,119.77,1
50.79,4.55,-0.051,40.36,56.87,1.96,0.553,50.89,0
149.4,27.66,0.243,23.97,80.75,10.16,0.976,158.78,1
66.97,7.97,0.074,44.11,71.89,3.99,0.86,65.8,0
59.83,6.71,0.003,42.27,56.4,2.56,0.768,56.16,0
56.25,3.83,-0.006,23.49,60.25,1.63,0.362,70.45,0
62.07,8.01,-0.009,43.86,66.13,5.35,0.823,67.23,0
107.74,19.48,0.21,25.19,86.11,7.95,0.856,107.46,1
69.44,11.78,0.11,42.44,91.75,4.51,0.873,103.44,1
46.57,4.82,-0.152,32.35,59.15,1.42,0.462,37.93,0
43.6,4.49,-0.079,34.9,54.54,0.8,0.41,37.86,0
76.33,9.88,0.002,37.85,69.36,2.27,0.937,57.45,0
67.74,7.09,-0.055,36.05,71.91,2.58,0.668,74.28,0
64.98,4.99,-0.07,41.32,72.94,3.96,0.802,61.59,0
68.17,7.15,-0.068,31.66,61.29,3.41,0.648,77.51,0
79.7,19.98,0.115,28.47,81.22,10.51,0.73,72.44,1
136.32,15.34,0.155,24.95,83.54,5.84,0.911,141.3,1
86.4,4.04,-0.01,34.76,75.94,5.44,0.947,81.61,1
126.33,15.28,0.18,26.38,71.23,3.32,0.933,104.32,1
68.36,5.78,-0.018,39.91,66.17,3.79,0.796,61.45,0
80.89,7.18,0.053,37.34,76.2,4.73,0.851,70.27,0
69.27,7.96,-0.027,32.16,71.43,1.79,0.623,65.04,0
75.33,9.98,0.21,39.32,81.9,6.86,0.881,66.72,1
169.04,22.36,0.221,19.12,84.06,10.79,0.959,147.64,1
111.19,10.09,0.237,27.62,83.25,5.72,0.863,107.32,1
74.78,7.16,0.05,36.4,67.65,3.78,0.73,80.24,0
98.83,10.89,0.115,28.1,83.9,3.71,0.88,82.91,1
51.05,4.22,-0.022,32.56,63.09,1.01,0.53,56.49,0
139.1,24.52,0.243,24.53,66.21,3.43,0.941,156.17,1
67.93,4.17,0.087,43.04,68.71,4.73,0.945,73.84,0
90.53,4.06,-0.001,31.47,81.98,4.35,0.85,83.43,0
73.78,13.99,0.189,40.67,72.91,7.43,0.889,61.1,1
95.98,17.37,0.205,30.23,70.77,4.1,0.848,72.56,1
53.22,4.0,-0.135,24.33,54.54,2.34,0.375,44.95,0
70.94,9.73,0.147,44.74,90.03,3.09,0.894,60.07,1
80.27,3.36,0.053,34.83,64.45,2.77,0.782,79.86,0
89.55,12.73,0.075,31.31,89.08,3.82,0.85,114.9,1
113.07,17.04,0.053,24.01,83.96,7.25,0.871,133.8,1
93.91,10.59,0.126,25.46,70.91,9.08,0.722,77.55,1
97.14,17.47,0.104,27.57,69.31,5.35,0.75,95.66,1
74.16,5.86,0.006,42.43,67.85,4.7,0.906,93.23,1
41.73,3.0,0.013,29.95,51.39,1.45,0.355,45.1,0
78.11,17.78,0.114,34.97,86.41,6.96,0.731,87.38,1
68.34,7.96,-0.003,40.28,55.14,2.59,0.767,63.2,0
76.76,6.51,-0.034,38.74,78.72,3.05,0.882,79.51,0
88.44,3.16,0.006,30.94,70.22,3.2,0.764,88.77,0
54.57,1.38,-0.178,37.91,60.11,1.38,0.554,49.87,0
108.33,17.68,0.238,27.98,80.83,6.18,0.832,102.55,1
40.84,2.06,-0.016,49.46,56.42,1.7,0.553,41.54,0
79.07,5.5,0.097,34.68,94.65,3.78,0.883,87.97,1
76.6,5.13,-0.078,38.11,60.52,1.83,0.8,77.7,0
59.53,3.64,-0.055,25.13,48.35,0.96,0.43,58.85,0
80.48,7.62,-0.001,41.19,72.55,4.45,0.942,67.96,1
37.93,3.49,-0.07,47.25,62.97,0.89,0.575,43.29,0
58.73,4.13,-0.022,36.72,56.49,1.45,0.621,64.21,0
82.9,7.94,0.071,31.86,88.58,3.21,0.741,89.08,1
57.81,1.56,-0.145,24.83,52.16,1.19,0.413,56.64,0
61.55,11.97,0.092,43.83,87.73,9.09,0.801,81.18,1
36.8,4.84,-0.096,41.01,64.56,2.38,0.428,31.55,0
50.74,6.74,-0.04,48.58,58.17,2.67,0.685,51.53,0
73.76,5.66,0.123,37.78,97.25,5.19,0.87,75.54,1
89.11,7.6,-0.071,30.58,66.11,2.44,0.723,89.19,0
40.13,3.11,-0.024,37.01,54.69,2.41,0.412,37.54,0
72.91,4.11,-0.023,37.37,71.41,1.88,0.77,65.04,0
53.16,6.65,-0.01,47.85,68.28,3.24,0.775,55.06,0
74.48,14.81,0.084,39.73,79.41,7.63,0.843,67.95,1
72.78,5.54,0.064,32.98,74.68,2.53,0.769,60.04,0
112.55,7.05,0.182,20.37,83.7,11.19,0.686,109.66,1
134.59,14.22,0.221,23.02,71.46,4.85,0.898,126.53,1
65.68,8.25,0.082,41.75,68.07,4.66,0.859,68.48,0
121.99,14.23,0.277,26.57,83.07,3.71,0.888,119.88,1
70.08,3.39,0.032,38.41,58.26,3.23,0.796,74.08,0
131.2,17.5,0.221,22.99,86.5,10.02,0.983,156.17,1
52.78,3.41,-0.037,41.23,50.49,1.1,0.576,54.03,0
97.63,11.83,0.056,26.91,92.66,3.15,0.743,88.01,0
79.7,6.32,-0.005,44.75,73.64,3.96,0.953,82.27,1
54.25,7.23,-0.04,48.12,72.11,1.96,0.778,54.49,0
106.3,8.99,0.208,25.13,83.55,4.61,0.769,106.74,1
83.18,9.87,0.02,35.87,82.12,5.21,0.878,76.78,1
48.1,1.83,-0.059,31.3,50.79,1.05,0.484,48.45,0
62.65,4.71,-0.076,41.68,61.84,3.09,0.727,55.04,0
91.31,7.76,0.101,28.06,96.45,5.18,0.75,93.82,1
79.78,5.95,0.107,36.54,95.87,4.62,0.872,85.59,1
159.26,25.67,0.212,21.25,92.93,11.21,0.932,170.72,1
81.38,14.6,0.204,37.99,84.1,7.55,0.862,89.8,1
134.55,27.52,0.172,24.48,91.59,10.73,0.953,142.68,1
82.24,8.2,0.179,35.95,93.37,4.34,0.818,82.83,1
80.08,6.29,0.08,29.16,69.12,3.43,0.701,85.34,0
35.81,2.34,-0.083,31.76,63.29,1.14,0.35,34.03,0
105.12,10.61,0.162,25.09,84.26,10.41,0.844,105.38,1
71.8,13.0,0.147,38.84,73.08,5.44,0.845,66.82,1
39.88,3.6,-0.045,49.68,62.87,1.94,0.557,36.49,0
64.22,3.73,-0.065,38.03,60.24,2.46,0.771,65.93,0
160.51,25.2,0.204,21.59,84.56,10.32,0.966,157.06,1
64.91,5.02,0.0,50.85,80.36,2.68,0.878,62.34,0
92.41,9.29,0.089,34.33,78.41,3.53,0.925,92.22,1
61.68,8.58,0.036,49.04,66.28,4.17,0.934,68.88,0
86.13,3.55,0.052,23.73,55.5,1.86,0.619,83.14,0
67.49,4.02,0.054,33.59,62.12,2.97,0.61,70.14,0
84.72,7.48,-0.089,30.43,70.6,3.73,0.785,81.26,1
50.85,2.7,-0.094,33.65,54.05,2.11,0.487,51.54,0
97.94,10.0,0.215,26.41,73.55,10.25,0.812,102.79,1
82.14,5.13,0.002,43.77,69.85,2.54,0.952,77.69,0
76.63,15.84,0.089,34.76,76.95,11.31,0.79,90.2,1
159.46,13.32,0.25,18.89,76.9,4.5,0.9,166.34,1
56.35,5.86,-0.002,40.7,65.83,3.92,0.642,62.33,0
90.89,6.35,0.108,26.89,94.28,5.89,0.736,92.74,1
77.4,6.53,-0.007,44.08,75.5,2.22,0.931,88.44,0
113.89,16.48,0.244,29.86,83.09,5.3,0.912,88.88,1
89.3,5.27,0.002,30.59,59.43,3.61,0.784,86.91,0
99.48,8.11,0.149,29.1,86.39,5.83,0.802,104.46,1
119.28,11.64,0.19,23.41,79.69,3.65,0.854,120.9,1
88.43,4.07,0.08,31.64,70.53,2.31,0.753,94.12,0
48.64,3.72,-0.161,37.5,62.94,0.94,0.508,46.78,0
66.34,9.82,0.063,36.79,82.29,2.68,0.795,58.72,0
92.86,10.6,0.057,32.68,96.15,3.47,0.829,91.3,1
65.01,5.54,0.032,33.96,74.65,3.12,0.663,66.13,0
74.85,9.81,0.163,35.71,81.05,6.4,0.834,74.61,1
65.94,6.82,-0.028,37.61,74.52,2.9,0.784,65.86,0
82.09,5.09,0.116,38.28,92.08,5.25,0.864,81.62,1
84.85,6.27,-0.048,35.32,74.0,2.81,0.817,89.07,0
123.07,17.41,0.133,26.43,74.92,3.85,0.918,97.16,1
62.79,4.29,-0.039,32.63,63.07,3.73,0.636,53.02,0
77.38,3.71,-0.036,30.83,73.74,2.4,0.671,72.03,0
58.49,2.38,-0.171,25.49,53.71,0.78,0.425,55.92,0
43.67,3.52,-0.179,48.76,50.9,1.85,0.596,38.16,0
66.73,8.04,0.013,42.7,65.8,5.01,0.895,60.93,0
64.41,3.36,-0.075,40.07,68.85,3.1,0.746,62.94,0
84.72,10.22,0.067,29.9,75.67,9.12,0.79,93.79,1
55.95,5.0,-0.116,33.13,62.84,2.49,0.561,48.92,0
74.99,6.52,0.033,27.68,71.97,2.38,0.646,81.48,0
71.7,7.32,0.074,33.22,55.11,1.58,0.765,71.06,0
43.46,1.45,-0.004,38.9,61.54,1.31,0.504,41.95,0
42.94,2.75,-0.058,37.45,62.24,2.31,0.473,44.41,0
89.82,4.46,-0.04,29.73,67.51,3.47,0.841,96.15,0
94.18,7.47,0.005,31.67,75.05,2.41,0.83,96.09,0
65.98,8.72,-0.004,42.23,73.0,5.23,0.851,80.43,0
96.22,4.32,-0.037,30.12,68.24,3.11,0.918,89.13,1
106.82,15.02,0.242,30.21,79.81,6.28,0.873,94.81,1
42.41,2.2,-0.032,31.46,63.5,1.62,0.407,39.88,0
98.53,9.9,0.05,31.16,69.47,3.8,0.836,112.02,1
138.32,16.46,0.161,21.74,96.81,7.2,0.936,159.44,1
92.3,8.71,-0.031,33.15,81.74,5.46,0.876,97.3,1
96.92,14.51,0.092,26.73,92.7,5.86,0.727,92.87,1
53.86,3.84,0.077,44.97,55.24,3.88,0.709,61.52,0
105.99,14.13,0.067,27.78,87.95,6.67,0.803,97.87,1
80.5,18.68,0.136,29.84,84.72,6.74,0.769,52.01,1
60.87,8.13,0.029,56.37,73.48,2.78,0.943,64.84,1
141.27,17.35,0.224,20.15,80.69,9.38,0.886,142.33,1
35.23,2.18,-0.085,45.47,50.3,1.7,0.449,30.98,0
38.44,3.0,-0.002,45.45,51.33,0.78,0.467,44.21,0
100.87,11.07,0.1,30.44,73.2,9.18,0.859,96.61,1
72.53,18.72,0.139,43.18,80.0,11.22,0.843,72.92,1
47.07,2.27,-0.06,35.17,56.47,2.16,0.519,49.28,0
59.87,5.2,0.073,44.13,73.98,3.22,0.738,54.42,0
49.8,1.57,-0.076,26.77,64.98,1.11,0.413,48.67,0
50.85,3.65,0.046,45.04,57.92,2.5,0.706,62.06,0
72.3,19.45,0.112,30.92,87.47,10.47,0.689,98.97,1
74.3,7.4,0.03,36.27,75.87,3.66,0.876,72.56,1
82.58,3.57,-0.016,31.63,69.11,2.35,0.728,83.81,0
83.05,7.45,0.004,27.77,58.27,2.17,0.669,75.32,0
39.91,4.81,-0.001,29.05,57.55,2.1,0.358,30.0,0
57.86,6.07,0.079,43.41,66.05,2.12,0.68,64.04,0
113.23,9.79,0.233,22.87,69.62,6.11,0.776,142.77,1
132.38,19.1,0.219,24.98,80.93,7.42,0.909,146.54,1
